"","tree_id","species_common","species_scientific","stump_diameter","height","crown_diameter","closest_address","geometry"
"189",1481904,"Callery pear","Pyrus calleryana",12,30.0298,24.597,"1 EAST 95 STREET",c(-73.9559617890297, 40.7870870609471)
"190",5116828,"Norway maple","Acer platanoides",10,38.4090105252715,24.8235,"396 BARTLETT AVENUE",c(-74.168228562986, 40.5578303110781)
"191",3648171,"Thornless honeylocust","Gleditsia triacanthos var. inermis",11,47.0748277900302,24.7267,"25-03 71 STREET",c(-73.8969007185737, 40.7616769856928)
"192",15298499,"Japanese zelkova","Zelkova serrata",9,40.6397138969537,22.4591,"60-27 54 AVENUE",c(-73.9040751829316, 40.7278403989127)
"193",11285654,"Dawn redwood","Metasequoia glyptostroboides",3,13.8979005549141,5.60327369407681,"146-20 123 AVENUE",c(-73.7914003576758, 40.6753650423105)
"194",2259547,"Thornless honeylocust","Gleditsia triacanthos var. inermis",8,39.1307213513204,20.6029,"901 EAST 169 STREET",c(-73.8949154741633, 40.827938488733)
"195",3727524,"Red maple","Acer rubrum",11,53.7981250732958,26.8322,"37-15 64 STREET",c(-73.8990074613278, 40.7483009523847)
"196",2408578,"London planetree","Platanus x acerifolia",25,70.9247922292391,47.3593,"626 EAST 79 STREET",c(-73.917096562552, 40.6377341163733)
"197",3750987,"London planetree","Platanus x acerifolia",24,69.4013855743737,46.1289,"30 EAST 95 STREET",c(-73.9267703099432, 40.6644968338386)
"198",3649215,"Littleleaf linden","Tilia cordata",9,27.4540790343332,21.0820175600952,"59-32 GATES AVENUE",c(-73.9024516712244, 40.7080740069873)
"199",2549961,"London planetree","Platanus x acerifolia",22,66.2625897610565,43.5661,"10103 AVENUE J",c(-73.8956374504169, 40.6440790604191)
"200",10843441,"Eastern redbud","Cercis canadensis",4,26.1697783580996,14.1413,"74-02 DITMARS BOULEVARD",c(-73.8952730459728, 40.7683452445825)
"201",3988888,"Pin oak","Quercus palustris",34,101.542208863745,53.6305,"67-016 SPRINGFIELD BOULEVARD",c(-73.7546746760652, 40.745004347495)
"202",4128121,"London planetree","Platanus x acerifolia",30,78.1474078417684,53.0013,"54-05 253 STREET",c(-73.7279473411558, 40.7643964241276)
"203",2434000,"American basswood","Tilia americana",25,69.7262,38.1444,"750 EAST 39 STREET",c(-73.9396149038688, 40.6387939103889)
"204",4134788,"Green ash","Fraxinus pennsylvanica",24,69.0958033490224,40.0697272619659,"114-15 149 AVENUE",c(-73.826442733635, 40.6696207723606)
"205",3999494,"Japanese tree lilac","Syringa reticulata",3,15.8824903068222,7.5760566536646,"33-18 171 STREET",c(-73.7946154921008, 40.7668840682943)
"206",2504135,"Black oak","Quercus velutina",20,76.0762,36.9396,"84-03 94 STREET",c(-73.8518091924067, 40.697485526791)
"207",1938863,"Japanese pagoda tree","Styphnolobium japonicum",25,75.8104032106042,35.7839,"23-66 101 STREET",c(-73.8692289033274, 40.7667486345575)
"208",2409600,"London planetree","Platanus x acerifolia",27,73.8883839123773,49.7181,"1773 EAST 7 STREET",c(-73.9658870625181, 40.6074097846906)
"209",2110641,"Callery pear","Pyrus calleryana",8,23.5234,17.5018,"1270 5 AVE",c(-73.9492893669939, 40.7952306804398)
"210",4121648,"Callery pear","Pyrus calleryana",8,23.5234,17.5018,"246-09 THORNHILL AVENUE",c(-73.7366924541859, 40.7602886309976)
"211",2553472,"London planetree","Platanus x acerifolia",25,70.9247922292391,47.3593,"1959 72 STREET",c(-73.9907218868785, 40.6130028743445)
"212",1555136,"Norway maple","Acer platanoides",20,52.5920523767942,38.2695,"826 EAST 234 STREET",c(-73.8530336998712, 40.8929092393053)
"213",12160507,"Kentucky coffeetree","Gymnocladus dioicus",2,17.501780587261,10.4977,"157 GELDNER AVENUE",c(-74.1202481601161, 40.5790283351122)
"214",4604307,"London planetree","Platanus x acerifolia",10,43.5646050972754,25.3333,"56-08 OCEANIA STREET",c(-73.7693235488952, 40.7490749025029)
"215",1421582,"London planetree","Platanus x acerifolia",23,67.8479636601674,44.8645,"260-60 75 AVENUE",c(-73.7127918582868, 40.7495324477162)
"216",3740693,"London planetree","Platanus x acerifolia",27,73.8883839123773,49.7181,"926 41 STREET",c(-73.9955209164962, 40.6443870822294)
"217",4129797,"London planetree","Platanus x acerifolia",35,84.8249425935068,57.7933,"1587 EAST 26 STREET",c(-73.947937421621, 40.6120417595659)
"218",2486405,"Thornless honeylocust","Gleditsia triacanthos var. inermis",13,51.8677187405179,27.1319,"575 SENECA AVENUE",c(-73.9105503394632, 40.7044931760022)
"219",1400163,"Japanese pagoda tree","Styphnolobium japonicum",2,17.501780587261,10.4977,"90-18 218 STREET",c(-73.7432787708338, 40.7250744726444)
"220",5778078,"Mongolian linden","Tilia mongolica",3,20.892418398207,9.8384,"1362 EAST 13 STREET",c(-73.9616105770648, 40.6163921484456)
"221",1445416,"London planetree","Platanus x acerifolia",29,76.7508646321871,51.9409,"88-18 69 AVENUE",c(-73.8555148097116, 40.7115736453146)
"222",266504,"London planetree","Platanus x acerifolia",57,109.94705913636,68.7801,"133-18 107 AVENUE",c(-73.8106817870062, 40.6876428444963)
"223",3646785,"Ginkgo","Ginkgo biloba",17,60.2566,34.7202,"415 STERLING PLACE",c(-73.964327623019, 40.6748322268467)
"224",3661851,"Green ash","Fraxinus pennsylvanica",20,63.0583025151475,35.8665847762214,"417 STREET JOHNS PLACE",c(-73.9640758033515, 40.6738357950529)
"225",3734774,"Japanese pagoda tree","Styphnolobium japonicum",19,64.6476906327177,32.6963,"1856 WOODBINE STREET",c(-73.9058414793458, 40.7034409201329)
"226",4012236,"Littleleaf linden","Tilia cordata",12,31.5775124834063,25.296818835379,"144-31 FARMERS BOULEVARD",c(-73.7662053446913, 40.6678096145824)
"227",1424788,"European lime","Tilia x europaea",10,34.968438684069,20.701,"821 73 STREET",c(-74.0166113419531, 40.6277251115569)
"228",4137362,"European hornbeam","Carpinus betulus",6,28.2575000227428,21.1339426093684,"125-18 SUTTER AVENUE",c(-73.8125198927547, 40.6725550563984)
"229",4017472,"Thornless honeylocust","Gleditsia triacanthos var. inermis",20,66.6012277173404,33.3829,"135-05 116 STREET",c(-73.8237432887821, 40.6707722214992)
"230",2916186,"Callery pear","Pyrus calleryana",11,28.4032,22.8232,"283 MALVINE AVENUE",c(-74.2187811769402, 40.5458820348097)
"231",2927208,"London planetree","Platanus x acerifolia",19,61.2918629697943,39.4669,"139 BANCROFT AVENUE",c(-74.1106220769578, 40.5769217622284)
"232",2496905,"London planetree","Platanus x acerifolia",29,76.7508646321871,51.9409,"110-61 107 STREET",c(-73.8325608756789, 40.6764945356684)
"233",4685974,"London planetree","Platanus x acerifolia",27,73.8883839123773,49.7181,"1555 BAY RIDGE PARKWAY",c(-74.0016028701279, 40.6167718387925)
"234",10438640,"Maple","Acer",12,51.3492514399529,27.855,"56-31 30 AVENUE",c(-73.9053578330387, 40.7595817690267)
"235",2424709,"Japanese zelkova","Zelkova serrata",14,52.0482984885134,30.2926,"1550 47 STREET",c(-73.9853113165856, 40.6327291234447)
"236",6274745,"Norway maple","Acer platanoides",3,22.2515309209701,12.1507,"29-58 216 STREET",c(-73.7693123702673, 40.7752323697644)
"237",2556646,"American elm","Ulmus americana",12,48.2979270564583,27.8792,"328 VAN BRUNT STREET",c(-74.0113350593183, 40.6786743930821)
"238",4643939,"Katsura tree","Cercidiphyllum japonicum",9,NA,NA,"195-05 90 AVENUE",c(-73.7663883632088, 40.7143586954527)
"239",2540831,"Goldenrain tree","Koelreuteria paniculata",8,41.0317870760801,21.4358,"239 WEST 256 STREET",c(-73.8982293805725, 40.903255979776)
"240",2486462,"Green ash","Fraxinus pennsylvanica",13,50.8063884093293,27.6044286853543,"20-50 46 STREET",c(-73.8993890253275, 40.7728585221024)
"241",4208403,"Japanese flowering cherry","Prunus serrulata",4,24.6579,13.2772,"84-50 169 STREET",c(-73.7959994040971, 40.7146180883592)
"242",5323743,"Kentucky coffeetree","Gymnocladus dioicus",7,36.2125683481249,19.0907,"3194 SPENCER DRIVE",c(-73.8210468480268, 40.8427430958934)
"243",16975286,"American basswood","Tilia americana",2,18.4983,8.7504,"405 WOODBINE STREET",c(-73.9111971227688, 40.6981889464063)
"244",3367065,"Thornless honeylocust","Gleditsia triacanthos var. inermis",10,44.5414576463285,23.4209,"1060 WHEELER AVENUE",c(-73.879318057467, 40.8250714587136)
"245",14855116,"Japanese zelkova","Zelkova serrata",3,21.9665948097271,11.5607,"335 WEST 29 STREET",c(-73.9971451705108, 40.7496462038988)
"246",3824870,"Sugar maple","Acer saccharum",4,38.4207537964687,14.8213,"130-01 ROCKAWAY BOULEVARD",c(-73.8083707756769, 40.6749910761785)
"247",17397100,"Quaking aspen","Populus tremuloides",3,20.3308,7.1751,"221-11 113 DRIVE",c(-73.7359143800061, 40.7025204791884)
"248",16288989,"American elm","Ulmus americana",3,23.0339409899832,11.7224,"34-15 100 STREET",c(-73.8680357251499, 40.7549311405306)
"249",1054458,"Willow oak","Quercus phellos",39,98.2417618757318,43.2572,"23-31 STEINWAY STREET",c(-73.9089208613765, 40.7699405573854)
"250",4646533,"Silver linden","Tilia tomentosa",7,30.0198959977078,16.2148,"88-13 184 STREET",c(-73.7778796013187, 40.7137062270984)
"251",4148067,"London planetree","Platanus x acerifolia",35,84.8249425935068,57.7933,"121 86 STREET",c(-74.0357139605662, 40.6245752349458)
"252",625038,"London planetree","Platanus x acerifolia",38,88.6177413342546,60.2605,"138 EAST 37 STREET",c(-73.9431367465563, 40.653864573311)
"253",17503937,"European hornbeam","Carpinus betulus",3,22.6283883232822,15.8245221121526,"115-03 131 STREET",c(-73.8095645932586, 40.6798568094983)
"254",4628514,"Pin oak","Quercus palustris",24,82.1657808041693,42.7815,"224-07 76 ROAD",c(-73.7489547712667, 40.7392033188521)
"255",2631436,"Eastern redbud","Cercis canadensis",3,22.1455056861358,12.3539,"2432 RICHMOND TER",c(-74.1425731845566, 40.6389409627518)
"256",14661050,"Elm","Ulmus",2,17.5700227624985,9.583,"185 CHANDLER AVENUE",c(-74.1297155778465, 40.6140499344138)
"257",2943231,"London planetree","Platanus x acerifolia",37,87.3695861664625,59.4721,"125 TOWNSEND AVENUE",c(-74.074919555541, 40.6189789523274)
"258",4128185,"Pin oak","Quercus palustris",4,27.6473074125376,14.4835,"80-45 AUSTIN STREET",c(-73.8325721861924, 40.7121985628693)
"259",3744580,"Silver linden","Tilia tomentosa",15,41.591835085972,27.614,"107-09 111 STREET",c(-73.8298461882944, 40.6821393073892)
"260",2938795,"Cornelian cherry dogwood","Cornus mas",4,20.6756217389598,15.4126695697731,"15 MILLENNIUM LOOP",c(-74.2163425559805, 40.5472782788993)
"261",10604559,"Cornelian cherry dogwood","Cornus mas",3,18.8735240397453,13.3205278350565,"249 MARTLING AVENUE",c(-74.1220425688404, 40.6213018515102)
"262",1451212,"London planetree","Platanus x acerifolia",26,72.4199307836137,48.5557,"92-04 70 AVENUE",c(-73.8523966088756, 40.7123327343268)
"263",4124964,"London planetree","Platanus x acerifolia",31,79.5223245401372,54.0277,"70-13 65 STREET",c(-73.8910763311307, 40.703172630772)
"264",2401962,"Japanese pagoda tree","Styphnolobium japonicum",12,49.513225689677,25.9637,"211 8 STREET",c(-73.98771445346, 40.671554349541)
"265",14908517,"Magnolia","Magnolia",3,21.4867196640078,13.1044164979196,"48 BULWER PLACE",c(-73.8939934239524, 40.6831797002821)
"266",3689008,"Norway maple","Acer platanoides",18,50.1387696948152,36.0187,"1323 EAST 9 STREET",c(-73.9656085349535, 40.6167612152023)
"267",581638,"American elm","Ulmus americana",2,18.548889260807,9.7342,NA,c(-73.9672736968602, 40.6072564787529)
"268",2941163,"Ash","Fraxinus",12,56.4772932431363,27.0336,"239 WINCHESTER AVENUE",c(-74.1563813092241, 40.5378181411002)
"269",4669154,"Pin oak","Quercus palustris",31,95.9973725292706,50.6068,"67-008 211 STREET",c(-73.7641139080405, 40.7424137995462)
"270",4660561,"London planetree","Platanus x acerifolia",41,92.2727608233281,62.4217,"46 THERESA PLACE",c(-74.0924653079204, 40.6242087334109)
"271",4662168,"Callery pear","Pyrus calleryana",6,20.2702,13.9542,"122 MALLOW STREET",c(-74.2093423194872, 40.5478841340479)
"272",14788376,"Common hackberry","Celtis occidentalis",3,21.6726213433999,11.735,"507 EAST 81 STREET",c(-73.948913160557, 40.7724794109957)
"273",2634320,"Amur maple","Acer ginnala",7,38.1100297094864,19.684,"338 MONTREAL AVENUE",c(-74.1257933540431, 40.5586998377414)
"274",4660703,"Thornless honeylocust","Gleditsia triacanthos var. inermis",18,62.6505066488933,31.9409,"78-20 SUTTER AVENUE",c(-73.8573684971547, 40.6746532796906)
"275",4625296,"Dawn redwood","Metasequoia glyptostroboides",10,28.6101136736641,11.9088138452904,"937 59 STREET",c(-74.005739409262, 40.6341434842169)
"276",3746151,"Norway maple","Acer platanoides",20,52.5920523767942,38.2695,"407 LINDEN BOULEVARD",c(-73.9443304236928, 40.6529456551601)
"277",4003747,"Pin oak","Quercus palustris",27,88.2646096756259,46.2672,"110-10 196 STREET",c(-73.7606131400429, 40.7043229193016)
"278",2552231,"Sweetgum","Liquidambar styraciflua",30,73.862,46.2677,"1835 EAST 27 STREET",c(-73.9458891555314, 40.6062383160955)
"279",10633165,"Flowering dogwood","Cornus florida",2,17.0762012230875,11.3856144961706,"9 MORSE AVENUE",c(-74.1170505312228, 40.5990577179934)
"280",1435677,"Norway maple","Acer platanoides",12,41.7190006044185,27.9511,"1210 65 STREET",c(-74.0037214074754, 40.6273117881106)
"281",4668728,"London planetree","Platanus x acerifolia",24,69.4013855743737,46.1289,"2018 EAST 67 STREET",c(-73.9114719633479, 40.6188567419483)
"282",4687693,"Pin oak","Quercus palustris",29,92.1833137237465,48.481,"83-53 MANTON STREET",c(-73.8205021271586, 40.7110961921122)
"283",2599494,"Littleleaf linden","Tilia cordata",10,28.9642429134116,22.6256439389465,"26 MARY STREET",c(-74.086177944272, 40.612081630259)
"284",4859609,"Thornless honeylocust","Gleditsia triacanthos var. inermis",19,64.6476906327177,32.6963,"111-32 66 AVENUE",c(-73.8434234442942, 40.7317153728986)
"285",3643821,"Willow oak","Quercus phellos",6,31.848199460936,15.8078,"30-34 37 STREET",c(-73.9172825780836, 40.7638068756291)
"286",3682957,"Northern red oak","Quercus rubra",6,36.6509,16.7538,"168-02 116 AVENUE",c(-73.7795214105065, 40.68737326892)
"287",5117941,"Japanese zelkova","Zelkova serrata",6,32.3846745366871,17.2142,"24 BAY 40 STREET",c(-73.9870188060345, 40.5969482037123)
"288",1399407,"Ginkgo","Ginkgo biloba",9,44.4374,23.0498,"153 WEST 133 STREET",c(-73.94346997274, 40.8135243140534)
"289",2130728,"Pin oak","Quercus palustris",8,42.1355799485661,20.8471,"171 EAST 118 STREET",c(-73.9396713829974, 40.7995050797947)
"290",4703985,"Japanese zelkova","Zelkova serrata",16,56.089559186722,33.1082,"15 WELLINGTON COURT",c(-73.9628560730308, 40.6307286007203)
"291",1398672,"London planetree","Platanus x acerifolia",18,59.5543140906783,38.0325,"641 57 STREET",c(-74.0110040601972, 40.6391468475778)
"292",4018173,"Red maple","Acer rubrum",22,79.3844201376042,38.71,"10-002 148 STREET",c(-73.8185518506709, 40.7915061582158)
"293",10902426,"Norway maple","Acer platanoides",17,48.8560847297764,34.8111,"115-29 205 STREET",c(-73.7489068247181, 40.6983033847138)
"294",6372006,"Thornless honeylocust","Gleditsia triacanthos var. inermis",5,29.7883615251004,15.8599,"112-20 ATLANTIC AVENUE",c(-73.8327989956477, 40.6922416660002)
"295",4702005,"London planetree","Platanus x acerifolia",25,70.9247922292391,47.3593,"89-02 107 AVENUE",c(-73.8486902874262, 40.6781692343787)
"296",1042296,"Sweetgum","Liquidambar styraciflua",28,76.9926,43.9323,"166-17 JEWEL AVENUE",c(-73.8022618056816, 40.7315697044826)
"297",154887,"Japanese tree lilac","Syringa reticulata",5,17.1762365391894,9.30069679775496,"2095 EAST 2 STREET",c(-73.9697987445324, 40.5983283472015)
"298",1058296,"Black cherry","Prunus serotina",15,63.123,28.2998,"111-01 85 AVENUE",c(-73.8389513306317, 40.7010199870565)
"299",4136298,"Norway maple","Acer platanoides",17,48.8560847297764,34.8111,"1230 EAST 29 STREET",c(-73.9468244148046, 40.6211869013165)
"300",2487746,"Littleleaf linden","Tilia cordata",14,33.7870004225744,27.5552650304602,"38-02 23 AVENUE",c(-73.9090920696218, 40.7714667684938)
"301",3765766,"Littleleaf linden","Tilia cordata",3,11.7073395171666,4.98635878004761,"231-05 131 AVENUE",c(-73.7365123793811, 40.6789716205631)
"302",1447320,"Green ash","Fraxinus pennsylvanica",10,44.5426173500668,23.5355305947583,"53-30 SKILLMAN AVENUE",c(-73.9106537834702, 40.7457167862152)
"303",1027520,"White ash","Fraxinus americana",21,78.1008,38.5023,"2760 MILL AVENUE",c(-73.9148474360539, 40.6073009597724)
"304",3353019,"London planetree","Platanus x acerifolia",26,72.4199307836137,48.5557,"68-10 INGRAM STREET",c(-73.8546410884621, 40.7169056237878)
"305",4150227,"Japanese pagoda tree","Styphnolobium japonicum",20,66.6012277173404,33.3829,"115-75 LEFFERTS BOULEVARD",c(-73.8195433791167, 40.6748526898943)
"306",2433251,"Littleleaf linden","Tilia cordata",20,38.8993293965314,32.7808739666122,"1333 EAST 64 STREET",c(-73.9167829031114, 40.6205515018134)
"307",4666865,"Norway maple","Acer platanoides",19,51.383064470232,37.1715,"80-03 SUTTER AVENUE",c(-73.8563114054906, 40.675025254248)
"308",547511,"American sycamore","Platanus occidentalis",29,92.559664804112,45.6360279230428,"144-015 222 STREET",c(-73.756017795916, 40.6650162234069)
"309",857884,"Green ash","Fraxinus pennsylvanica",25,70.5249273087452,41.0763580618266,"29-15 UNION STREET",c(-73.8265608102944, 40.7711580049194)
"310",2122144,"London planetree","Platanus x acerifolia",20,62.9871033246594,40.8673,"221 EAST 12 STREET",c(-73.9869998129923, 40.7314889747321)
"311",582957,"London planetree","Platanus x acerifolia",26,72.4199307836137,48.5557,"119 RUSSELL STREET",c(-73.9443247668983, 40.7245018225119)
"312",4019767,"Littleleaf linden","Tilia cordata",10,28.9642429134116,22.6256439389465,"1124 51 STREET",c(-73.9969554655209, 40.6361143445185)
"313",2409067,"London planetree","Platanus x acerifolia",28,75.3315907697914,50.8465,"2119 79 STREET",c(-73.9914070012516, 40.6069259527846)
"314",1407760,"London planetree","Platanus x acerifolia",6,33.1995679300422,18.1677,"63 ALBRIGHT STREET",c(-74.0919198967504, 40.5969945188144)
"315",4690156,"Green ash","Fraxinus pennsylvanica",25,70.5249273087452,41.0763580618266,"1063 HANCOCK STREET",c(-73.9146966623568, 40.6886590079662)
"316",4705318,"Norway maple","Acer platanoides",10,38.4090105252715,24.8235,"52-32 65 PLACE",c(-73.9001061585922, 40.7328324812712)
"317",1046848,"Thornless honeylocust","Gleditsia triacanthos var. inermis",21,68.5141862834549,34.0007,"200-07 36 AVENUE",c(-73.7861190773455, 40.7640991565603)
"318",4652937,"Littleleaf linden","Tilia cordata",10,28.9642429134116,22.6256439389465,"144-21 70 ROAD",c(-73.8219009050835, 40.7289311014254)
"319",4155183,"Norway maple","Acer platanoides",18,50.1387696948152,36.0187,"133-02 123 STREET",c(-73.8157203430343, 40.6715281886423)
"320",4635447,"Japanese pagoda tree","Styphnolobium japonicum",11,47.0748277900302,24.7267,"1383 E 36 STREET",c(-73.9396791279, 40.6195639466649)
"321",4667115,"London planetree","Platanus x acerifolia",24,69.4013855743737,46.1289,"315 HALSEY STREET",c(-73.9402888468186, 40.682913856729)
"322",1446189,"Littleleaf linden","Tilia cordata",13,32.7247886253034,26.4695165412332,"2402 AVENUE P",c(-73.9496415120828, 40.6113974920436)
"323",1454683,"Callery pear","Pyrus calleryana",6,20.2702,13.9542,"21 ITHACA STREET",c(-74.1215223323422, 40.5591326272123)
"324",2419459,"Purple leaf plum","Prunus cerasifera",9,42.2109,20.9482,"282 LINCOLN AVENUE",c(-73.8692411985548, 40.6832585364784)
"325",4121200,"Norway maple","Acer platanoides",14,44.7391337160695,30.8595,"1545 53 STREET",c(-73.9887958019672, 40.6293836184283)
"326",12930512,"Red maple","Acer rubrum",3,25.9442778260388,13.1018,"43-14 147 STREET",c(-73.81602865792, 40.7570967933141)
"327",3646906,"Green ash","Fraxinus pennsylvanica",14,52.7301422266944,28.8762380738771,"108 WYCKOFF STREET",c(-73.9896264820889, 40.6855748418689)
